FISCAL YEAR,FUND CODE,FUND DESCRIPTION,DEPARTMENT DESCRIPTION,DIVISION DESCRIPTION,ACCOUNT DESCRIPTION,BUDGET,ACCOUNT TYPE,ACCOUNT CATEGORY
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Rentals.Rentals,0,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Other Services.Other Services,5000,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Building,Other Services.Other Services,1000,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Building,Project Costs.Project Costs,25000,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Transfers,Transfers.To MP Deprec Fund,1650000,Expense,Transfers Out
2019,661,Motor Pool Fund,,,Income.Other Sales,25000,Revenue,Charges for Service
2019,661,Motor Pool Fund,,,Interest on Investments.Interest on Investments,4900,Revenue,Interest and Rentals
2019,661,Motor Pool Fund,,,Rental Income.Building Rental,325000,Revenue,Interest and Rentals
2019,661,Motor Pool Fund,,,Rental Income.Equipment Rental,2360000,Revenue,Interest and Rentals
2019,661,Motor Pool Fund,,,Rental Income.Equipment Rental Maint- Parts,380000,Revenue,Interest and Rentals
2019,661,Motor Pool Fund,,,Rental Income.Equipment Rental Maint - Labor,410000,Revenue,Interest and Rentals
2019,661,Motor Pool Fund,,,Rental Income.Equipment Rental Maint - Commrcl,280000,Revenue,Interest and Rentals
2019,661,Motor Pool Fund,,,Rental Income.Equipment Rental Fuel,420000,Revenue,Interest and Rentals
2019,661,Motor Pool Fund,,,Reimbursements.Interdepartmental,0,Revenue,Other Revenues
2019,661,Motor Pool Fund,,,Miscellaneous Income.Miscellaneous Income,0,Revenue,Other Revenues
2019,662,Motor Pool - Depreciation Res,Public Works,Capital Outlay - Depr and Resrve,Capital Outlay.Buildings,110000,Expense,Capital Outlay
2019,662,Motor Pool - Depreciation Res,Public Works,Capital Outlay - Depr and Resrve,Capital Outlay.Vehicles,1055000,Expense,Capital Outlay
2019,662,Motor Pool - Depreciation Res,Public Works,Capital Outlay - Depr and Resrve,Capital Outlay.Equipment,78000,Expense,Capital Outlay
2019,662,Motor Pool - Depreciation Res,,,Interest on Investments.Interest on Investments,9100,Revenue,Interest and Rentals
2019,662,Motor Pool - Depreciation Res,,,Sales.Sale of Equipment Depr & Reserve,140000,Revenue,Other Revenues
2019,662,Motor Pool - Depreciation Res,,,Transfer.From MP Op fund,1650000,Revenue,Other Financing Sources
2019,678,General Liability Fund,General Government,Liability Ins Claims,Administration Expense.Administration Expense,11138,Expense,Other Services and Charges
2019,678,General Liability Fund,General Government,Liability Ins Claims,Administration Expense.Insurance Premiums,330533,Expense,Other Services and Charges
2019,678,General Liability Fund,General Government,Liability Ins Claims,Claims Expense.Claims Expense,168000,Expense,Other Services and Charges
2019,678,General Liability Fund,,,Income.Premium General Liability,523700,Revenue,Charges for Service
2019,678,General Liability Fund,,,Interest on Investments.Interest on Investments,14657,Revenue,Interest and Rentals
2019,679,Fleet Insurance Fund,General Government,Fleet Insurance Claims,Administrative Fee.Admin Aloc Rsk Mgmt Gen,69190,Expense,Other Services and Charges
2019,679,Fleet Insurance Fund,General Government,Fleet Insurance Claims,Administration Expense.Administration Expense,2816,Expense,Other Services and Charges
2019,679,Fleet Insurance Fund,General Government,Fleet Insurance Claims,Administration Expense.Insurance Premiums,28516,Expense,Other Services and Charges
2019,679,Fleet Insurance Fund,General Government,Fleet Insurance Claims,Claims Expense.Claims Expense,55000,Expense,Other Services and Charges
2019,679,Fleet Insurance Fund,,,Income.Ins Premium Fleet,45000,Revenue,Charges for Service
2019,679,Fleet Insurance Fund,,,Interest on Investments.Interest on Investments,7639,Revenue,Interest and Rentals
2019,680,Property Insurance Fund,General Government,Property Ins Claims,Administrative Fee.Admin Aloc Rsk Mgmt Gen,46127,Expense,Other Services and Charges
2019,680,Property Insurance Fund,General Government,Property Ins Claims,Administration Expense.Administration Expense,5262,Expense,Other Services and Charges
2019,680,Property Insurance Fund,General Government,Property Ins Claims,Administration Expense.Insurance Premiums,193216,Expense,Other Services and Charges
2019,680,Property Insurance Fund,General Government,Property Ins Claims,Claims Expense.Claims Expense,8700,Expense,Other Services and Charges
2019,680,Property Insurance Fund,,,Income.Ins. Premium Property,138578,Revenue,Charges for Service
2019,680,Property Insurance Fund,,,Interest on Investments.Interest on Investments,18595,Revenue,Interest and Rentals
2019,681,Life Insurance Fund,General Government,Life Insurance Claims,Administration Expense.Insurance Premiums,29400,Expense,Other Services and Charges
2019,681,Life Insurance Fund,General Government,Life Insurance Claims,Transfers.Retiree Health Insurance Trust,15000,Expense,Transfers Out
2019,681,Life Insurance Fund,,,Income.Insurance Premium Life,30179,Revenue,Charges for Service
2019,681,Life Insurance Fund,,,Interest on Investments.Interest on Investments,0,Revenue,Interest and Rentals
2019,682,Workers' Compensation Fund,General Government,W/C Insurance Claims,Administrative Fee.Admin Aloc Rsk Mgmt Gen,115318,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,W/C Insurance Claims,Administration Expense.Administration Expense,19076,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,W/C Insurance Claims,Administration Expense.Provider Admin Fee,20000,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,W/C Insurance Claims,Administration Expense.Insurance Premiums,60049,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,W/C Insurance Claims,Claims Expense.Claims Expense,70000,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,W/C Insurance Claims,Claims Expense.Medical Claims ,480000,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.Daymon,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.L. Smith,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.L. Hill 95,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.S Vander Baan 95,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.J. VanderPloeg 94,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.D Pease 89,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.C. Wilder 97,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.L TenBrock 97,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.M Manglitz 96,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.K Meaney 2012,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.R Hall 2013,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.J. Whitcomb 2016,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.M. Pelton 2017,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.K. Duimstra,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,General Government,Work Comp Payables,Workers Compensation Payables.R. Colvin,0,Expense,Other Services and Charges
2019,682,Workers' Compensation Fund,,,Income.Workers Comp Ins Prem.,649917,Revenue,Charges for Service
2019,682,Workers' Compensation Fund,,,Interest on Investments.Interest on Investments,22318,Revenue,Interest and Rentals
2019,683,Health Insurance Fund,General Government,Employee Hospital Ins,Administration Expense.Administration Expense,201474,Expense,Other Services and Charges
2019,683,Health Insurance Fund,General Government,Employee Hospital Ins,Administration Expense.Provider Admin Fee,220859,Expense,Other Services and Charges
2019,683,Health Insurance Fund,General Government,Employee Hospital Ins,Administration Expense.Consultant Agent Fee,44310,Expense,Other Services and Charges
2019,683,Health Insurance Fund,General Government,Employee Hospital Ins,Administration Expense.Insurance Premiums,71580,Expense,Other Services and Charges
2019,683,Health Insurance Fund,General Government,Employee Hospital Ins,Administration Expense.Insurance Premiums MAPD,1392637,Expense,Other Services and Charges
2019,683,Health Insurance Fund,General Government,Employee Hospital Ins,Administration Expense.Individual Stop Loss Payment,401067,Expense,Other Services and Charges
2019,683,Health Insurance Fund,General Government,Employee Hospital Ins,Administration Expense.Aggregate Stop Loss Payment,31642,Expense,Other Services and Charges
2019,683,Health Insurance Fund,General Government,Employee Hospital Ins,Administration Expense.1% State Tax on Claims,58594,Expense,Other Services and Charges
2019,683,Health Insurance Fund,General Government,Employee Hospital Ins,Administration Expense.Affordable Care Act Expenses,2406,Expense,Other Services and Charges
2019,683,Health Insurance Fund,General Government,Employee Hospital Ins,Claims Expense.Medical Claims ,4044413,Expense,Other Services and Charges
2019,683,Health Insurance Fund,General Government,Employee Hospital Ins,Claims Expense.Prescription Claims,1814981,Expense,Other Services and Charges
2019,683,Health Insurance Fund,General Government,Employee Hospital Ins,Claims Expense.Incentive,0,Expense,Other Services and Charges
2019,683,Health Insurance Fund,General Government,Employee Hospital Ins,Other Services.Other Services,5000,Expense,Other Services and Charges
2019,683,Health Insurance Fund,General Government,Employee Hospital Ins,Other Services.Flex Spending Admin Fee,3500,Expense,Other Services and Charges
2019,683,Health Insurance Fund,,,Income.Ins Prem Health Wyoming,7800712,Revenue,Charges for Service
2019,683,Health Insurance Fund,,,Income.Ins Prem Employee Contr,1007585,Revenue,Charges for Service
2019,683,Health Insurance Fund,,,Income.Ins Prem Health StopLoss,0,Revenue,Charges for Service
2019,683,Health Insurance Fund,,,Income.Premium Vision Wyoming,76368,Revenue,Charges for Service
2019,683,Health Insurance Fund,,,Income.Premium Vision Cobra,0,Revenue,Charges for Service
2019,683,Health Insurance Fund,,,Interest on Investments.Interest on Investments,44116,Revenue,Interest and Rentals
2019,684,Dental Insurance Fund,General Government,Employee Dental Ins,Administration Expense.Administration Expense,8846,Expense,Other Services and Charges
2019,684,Dental Insurance Fund,General Government,Employee Dental Ins,Administration Expense.Provider Admin Fee,40365,Expense,Other Services and Charges
2019,684,Dental Insurance Fund,General Government,Employee Dental Ins,Administration Expense.Consultant Agent Fee,1200,Expense,Other Services and Charges
2019,684,Dental Insurance Fund,General Government,Employee Dental Ins,Administration Expense.1% State Tax on Claims,3447,Expense,Other Services and Charges
2019,684,Dental Insurance Fund,General Government,Employee Dental Ins,Claims Expense.Claims Expense,344749,Expense,Other Services and Charges
2019,684,Dental Insurance Fund,,,Income.Ins Prem Dental Wyoming,464654,Revenue,Charges for Service
2019,684,Dental Insurance Fund,,,Income.Ins Prem Dental Cobra ,4000,Revenue,Charges for Service
2019,684,Dental Insurance Fund,,,Interest on Investments.Interest on Investments,4928,Revenue,Interest and Rentals
2019,731,Pension Fund,General Government,Administration,Professional Services.Legal Special Counsel,15000,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Investment Expense,Professional Services.Investment Advice - Callan,58295,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Administration,Travel and Training.Travel and Training,4000,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Retirement Benefits,Annuities Expense.Annuities Expense-General,2060000,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Retirement Benefits,Annuities Expense.Drop Plan Distributions,154578,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Retirement Benefits,Annuities Expense.Annuities Expense-Police,3177225,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Retirement Benefits,Annuities Expense.Annuities Expense-Fire,1213125,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Retirement Benefits,Annuities Expense.Annuities Expense - Group A,2277500,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Retirement Benefits,Annuities Expense.Annuities Expense - Group B,2811900,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Administration,Operating.Operating,35000,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Investment Expense,Investment Expense.Comerica,61000,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Investment Expense,Investment Expense.Heitman,166500,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Investment Expense,Investment Expense.Baird/Ziegler,136350,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Investment Expense,Investment Expense.Rothschild,188000,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Investment Expense,Investment Expense.SL Borrower Rebates,13400,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Administration,Insurance.Liability,17345,Expense,Other Services and Charges
2019,731,Pension Fund,General Government,Transfers,Transfers.From Members Dep - General,0,Expense,Transfers Out
