Fiscal Year,Department,Fund Code,Account Type,Account Category,Amount,,GL_Account_ID,GL_Account_Delimited,Column1,Column6,GL_Organization_Scrunched,GL_Organization_Description_Delimited,GL_Base_and_Detail_Scrunched,Account Description,Column3,Fund Description,Department Code,Column2,Division Code,Division,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Column4,Column5,Account_Class_Level_1_Sequence
FY19,Water Utility,5910,Expense,Personal Services,277,,4679,591-591-56500-717.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,717000,Life Insurance.Life Insurance,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,88209,,4681,591-591-56500-718.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,718000,Pension.Pension,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,1636,,10339,591-591-56500-718.200,,,59159156500,Water Fund-Water Utility-T and D - Meters,718200,Pension.Retiree Health - DC Plan,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,12383,,4684,591-591-56500-719.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,719000,Workers Comp. Insurance.Work Comp. Insurance,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,1591,,4686,591-591-56500-721.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,721000,CIP and Longevity.CIP and Longevity,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Supplies,1700,,4692,591-591-56500-727.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,727000,Office Supplies.Office Supplies,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,30
FY19,Water Utility,5910,Expense,Supplies,1500,,4694,591-591-56500-744.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,744000,Uniforms.Uniforms,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,30
FY19,Water Utility,5910,Expense,Supplies,1500,,4696,591-591-56500-766.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,766000,Tools and Supplies.Tools and Supplies,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,30
FY19,Water Utility,5910,Expense,Supplies,140000,,4698,591-591-56500-775.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,775000,Maintenance Supplies.Maintenance Supplies,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,30
FY19,Water Utility,5910,Expense,Other Services and Charges,5500,,4700,591-591-56500-806.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,806000,Software Services.Software Services,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,500,,4702,591-591-56500-850.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,850000,Communications.Communications,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,2000,,4703,591-591-56500-850.100,,,59159156500,Water Fund-Water Utility-T and D - Meters,850100,Communications.Cellular Phones,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,3500,,4705,591-591-56500-860.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,860000,Travel and Training.Travel and Training,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,4401,,4707,591-591-56500-910.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,910000,Insurance.Liability,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,150,,4708,591-591-56500-910.100,,,59159156500,Water Fund-Water Utility-T and D - Meters,910100,Insurance.Property and Bonds,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,2000,,4709,591-591-56500-930.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,930000,Repairs and Maintenance.Repairs and Maintenance,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,1500,,7768,591-591-56500-931.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,931000,Weed Cutting.Weed Cutting,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,32000,,4715,591-591-56500-947.100,,,59159156500,Water Fund-Water Utility-T and D - Meters,947100,Motor Pool Rental.Equipment Rental,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,7000,,4716,591-591-56500-947.200,,,59159156500,Water Fund-Water Utility-T and D - Meters,947200,Motor Pool Rental.Equipment Maintenance,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,9000,,4717,591-591-56500-947.300,,,59159156500,Water Fund-Water Utility-T and D - Meters,947300,Motor Pool Rental.Equipment - Fuel,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,1000,,4719,591-591-56500-956.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,956000,Other Services.Other Services,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Personal Services,210769,,4794,591-591-56900-706.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,706000,Salaries.Salaries,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,1000,,4798,591-591-56900-708.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,708000,Salaries - Overtime.Salaries - Overtime,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,16502,,4800,591-591-56900-715.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,715000,F.I.C.A..F.I.C.A.,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,60241,,4802,591-591-56900-716.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,716000,Hospitalization Insurance.Hospitalization Insurance,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,292,,4804,591-591-56900-717.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,717000,Life Insurance.Life Insurance,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,62827,,4806,591-591-56900-718.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,718000,Pension.Pension,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,4066,,7857,591-591-56900-718.100,,,59159156900,Water Fund-Water Utility-Customer Accounting,718100,Pension.DC Plan,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,2127,,9461,591-591-56900-718.200,,,59159156900,Water Fund-Water Utility-Customer Accounting,718200,Pension.Retiree Health - DC Plan,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,296,,4808,591-591-56900-719.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,719000,Workers Comp. Insurance.Work Comp. Insurance,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,3932,,4810,591-591-56900-721.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,721000,CIP and Longevity.CIP and Longevity,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Supplies,17800,,4816,591-591-56900-727.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,727000,Office Supplies.Office Supplies,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,30
FY19,Water Utility,5910,Expense,Supplies,53500,,7795,591-591-56900-740.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,740000,Operating Supplies.Operating Supplies,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,30
FY19,Water Utility,5910,Expense,Other Services and Charges,20100,,4818,591-591-56900-806.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,806000,Software Services.Software Services,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,1412,,4820,591-591-56900-850.100,,,59159156900,Water Fund-Water Utility-Customer Accounting,850100,Communications.Cellular Phones,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,1000,,4822,591-591-56900-860.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,860000,Travel and Training.Travel and Training,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,4627,,4824,591-591-56900-910.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,910000,Insurance.Liability,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,40,,4825,591-591-56900-910.100,,,59159156900,Water Fund-Water Utility-Customer Accounting,910100,Insurance.Property and Bonds,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,1000,,4827,591-591-56900-930.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,930000,Repairs and Maintenance.Repairs and Maintenance,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,8670,,4829,591-591-56900-940.200,,,59159156900,Water Fund-Water Utility-Customer Accounting,940200,Rentals.City Hall Office Space,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,79850,,4831,591-591-56900-956.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,956000,Other Services.Other Services,,Water Fund,591,,56900,Customer Accounting,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Debt Service,3336369,,4873,591-591-57000-991.001,,,59159157000,Water Fund-Water Utility-Ottawa County,991001,Bond Payments.Capital Retirement,,Water Fund,591,,57000,Ottawa County,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,150
FY19,Water Utility,5910,Expense,Capital Outlay,860000,,4910,591-591-57300-986.444,,,59159157300,Water Fund-Water Utility-Capital Outlay,986444,Capital Outlay.Plant Expansion Phase 2,,Water Fund,591,,57300,Capital Outlay,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,120
FY19,Water Utility,5910,Expense,Debt Service,575000,,9884,591-591-92500-991.110,,,59159192500,Water Fund-Water Utility-Revenue Bonds,991110,Bond Payments.2010 Series,,Water Fund,591,,92500,Revenue Bonds,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,150
FY19,Water Utility,5910,Expense,Debt Service,130700,,10019,591-591-92500-991.111,,,59159192500,Water Fund-Water Utility-Revenue Bonds,991111,Bond Payments.Series 2011 - SRF Holland,,Water Fund,591,,92500,Revenue Bonds,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,150
FY19,Water Utility,5910,Expense,Debt Service,275000,,10745,591-591-92500-991.112,,,59159192500,Water Fund-Water Utility-Revenue Bonds,991112,Bond Payments.Series 2012 Refunding ,,Water Fund,591,,92500,Revenue Bonds,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,150
FY19,Water Utility,5910,Expense,Debt Service,60000,,11381,591-591-92500-991.113,,,59159192500,Water Fund-Water Utility-Revenue Bonds,991113,Bond Payments.Series 2013 Refunding,,Water Fund,591,,92500,Revenue Bonds,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,150
FY19,Water Utility,5910,Expense,Debt Service,270000,,11872,591-591-92500-991.114,,,59159192500,Water Fund-Water Utility-Revenue Bonds,991114,Bond Payments.Series 2014 Refunding,,Water Fund,591,,92500,Revenue Bonds,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,150
FY19,Water Utility,5910,Expense,Debt Service,1175000,,12505,591-591-92500-991.116,,,59159192500,Water Fund-Water Utility-Revenue Bonds,991116,Bond Payments.Series 2016 Refunding,,Water Fund,591,,92500,Revenue Bonds,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,150
FY19,Water Utility,5910,Expense,Debt Service,23625,,9992,591-591-92500-994.110,,,59159192500,Water Fund-Water Utility-Revenue Bonds,994110,Amortize Bond.2010 Expense,,Water Fund,591,,92500,Revenue Bonds,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,150
