FISCAL YEAR,GL_Organization_Scrunched,GL_Level_1,FUND DESCRIPTION,GL_Level_2,DEPARTMENT DESCRIPTION,GL_Level_3,ACTIVITY DESCRIPTION,GL_Base_and_Detail_Scrunched,ACCOUNT DESCRIPTION,GL_Account_ID,GL_Account_Delimited,Budget,Amendments,TOTAL BUDGET,Prior_Year_Budget,Prior_year_Ammendments,PRIOR YEAR TOTAL BUDGET,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Organization_Function,Organization_Function_Sequence,ACCOUNT TYPE,ACCOUNT CATEGORY
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,727000,Office Supplies.Office Supplies,3762,591-591-55300-727.000,5000,0,5000,5000,0,5000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159155900,591,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,727000,Office Supplies.Office Supplies,3868,591-591-55900-727.000,250,0,250,250,0,250,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159156500,591,Water Fund,591,Water Utility,56500,T and D - Meters,727000,Office Supplies.Office Supplies,4692,591-591-56500-727.000,1700,0,1700,1700,0,1700,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159156900,591,Water Fund,591,Water Utility,56900,Customer Accounting,727000,Office Supplies.Office Supplies,4816,591-591-56900-727.000,17800,0,17800,20800,0,20800,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159155310,591,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,727000,Office Supplies.Office Supplies,10691,591-591-55310-727.000,400,0,400,500,0,500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159155310,591,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,740000,Operating Supplies.Operating Supplies,10692,591-591-55310-740.000,120000,0,120000,136000,0,136000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159156900,591,Water Fund,591,Water Utility,56900,Customer Accounting,740000,Operating Supplies.Operating Supplies,7795,591-591-56900-740.000,53500,0,53500,56500,0,56500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159155900,591,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,740000,Operating Supplies.Operating Supplies,3870,591-591-55900-740.000,2500,0,2500,2500,0,2500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,740000,Operating Supplies.Operating Supplies,3764,591-591-55300-740.000,691440,0,691440,725182,-5500,719682,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159156500,591,Water Fund,591,Water Utility,56500,T and D - Meters,744000,Uniforms.Uniforms,4694,591-591-56500-744.000,1500,0,1500,1700,0,1700,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,744000,Uniforms.Uniforms,3766,591-591-55300-744.000,8890,0,8890,7400,0,7400,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59144156700,591,Water Fund,441,Public Works,56700,T and D - Services,744000,Uniforms.Uniforms,8026,591-441-56700-744.000,3000,0,3000,3500,0,3500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59144156200,591,Water Fund,441,Public Works,56200,T and D - Mains,744000,Uniforms.Uniforms,6077,591-441-56200-744.000,3500,0,3500,3500,0,3500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159155310,591,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,744000,Uniforms.Uniforms,10693,591-591-55310-744.000,1385,0,1385,750,0,750,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,766000,Tools and Supplies.Tools and Supplies,3768,591-591-55300-766.000,6500,0,6500,6500,0,6500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159156500,591,Water Fund,591,Water Utility,56500,T and D - Meters,766000,Tools and Supplies.Tools and Supplies,4696,591-591-56500-766.000,1500,0,1500,2000,0,2000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59144156700,591,Water Fund,441,Public Works,56700,T and D - Services,775000,Maintenance Supplies.Maintenance Supplies,8027,591-441-56700-775.000,117500,0,117500,132500,-15000,117500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59144156600,591,Water Fund,441,Public Works,56600,T and D - Hydrants,775000,Maintenance Supplies.Maintenance Supplies,8008,591-441-56600-775.000,13000,0,13000,13000,0,13000,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59144156200,591,Water Fund,441,Public Works,56200,T and D - Mains,775000,Maintenance Supplies.Maintenance Supplies,6079,591-441-56200-775.000,87000,0,87000,90000,26400,116400,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59144157400,591,Water Fund,441,Public Works,57400,Installation of Service,775000,Maintenance Supplies.Maintenance Supplies,4960,591-441-57400-775.000,500,0,500,500,0,500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159156500,591,Water Fund,591,Water Utility,56500,T and D - Meters,775000,Maintenance Supplies.Maintenance Supplies,4698,591-591-56500-775.000,140000,0,140000,140000,-30000,110000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,775000,Maintenance Supplies.Maintenance Supplies,3770,591-591-55300-775.000,191000,4301.22,195301.22,260000,-26271.2,233728.8,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159155900,591,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,775000,Maintenance Supplies.Maintenance Supplies,3874,591-591-55900-775.000,6500,0,6500,20500,0,20500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159155800,591,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,775000,Maintenance Supplies.Maintenance Supplies,3815,591-591-55800-775.000,300,0,300,500,0,500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159156100,591,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,775000,Maintenance Supplies.Maintenance Supplies,4584,591-591-56100-775.000,1500,0,1500,0,2000,2000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159156300,591,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,775000,Maintenance Supplies.Maintenance Supplies,4613,591-591-56300-775.000,10000,0,10000,11500,0,11500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159155310,591,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,775000,Maintenance Supplies.Maintenance Supplies,10695,591-591-55310-775.000,3500,0,3500,8000,0,8000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Supplies
2019,59159156300,591,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,801000,Professional Services.Professional Services,4615,591-591-56300-801.000,3000,0,3000,3000,0,3000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159155800,591,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,801000,Professional Services.Professional Services,3817,591-591-55800-801.000,2200,0,2200,4200,0,4200,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159155900,591,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,801000,Professional Services.Professional Services,3876,591-591-55900-801.000,6000,0,6000,1500,3200,4700,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,801000,Professional Services.Professional Services,3772,591-591-55300-801.000,54000,41949.9,95949.9,33500,72893.01,106393.01,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159156400,591,Water Fund,591,Water Utility,56400,T and D - Pipeline Meters,801000,Professional Services.Professional Services,4658,591-591-56400-801.000,3600,0,3600,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159155100,591,Water Fund,591,Water Utility,55100,Administration,802000,Administrative Fee.Administrative Fee,3674,591-591-55100-802.000,1117831,0,1117831,1132843,0,1132843,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159155100,591,Water Fund,591,Water Utility,55100,Administration,802002,Administrative Fee.Engineering Allocation,3675,591-591-55100-802.002,39860,0,39860,25700,8000,33700,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159155100,591,Water Fund,591,Water Utility,55100,Administration,802003,Administrative Fee.Adm Alloc PW Adm GenFnd,3676,591-591-55100-802.003,181470,0,181470,168570,9000,177570,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,806000,Software Services.Software Services,3775,591-591-55300-806.000,59166,0,59166,128471,0,128471,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159156500,591,Water Fund,591,Water Utility,56500,T and D - Meters,806000,Software Services.Software Services,4700,591-591-56500-806.000,5500,0,5500,7600,0,7600,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159156900,591,Water Fund,591,Water Utility,56900,Customer Accounting,806000,Software Services.Software Services,4818,591-591-56900-806.000,20100,0,20100,19300,0,19300,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59144156200,591,Water Fund,441,Public Works,56200,T and D - Mains,807000,Geographic & IT Information Services.Geographic & IT Info Services,6085,591-441-56200-807.000,25140,0,25140,26310,0,26310,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159156100,591,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,850000,Communications.Communications,4588,591-591-56100-850.000,5331,0,5331,480,0,480,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,850000,Communications.Communications,3777,591-591-55300-850.000,21605,0,21605,100000,0,100000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159155800,591,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,850000,Communications.Communications,3819,591-591-55800-850.000,4860,0,4860,660,0,660,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159155900,591,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,850000,Communications.Communications,3878,591-591-55900-850.000,0,0,0,195600,0,195600,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159156500,591,Water Fund,591,Water Utility,56500,T and D - Meters,850000,Communications.Communications,4702,591-591-56500-850.000,500,0,500,500,0,500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159155310,591,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,850100,Communications.Cellular Phones,10702,591-591-55310-850.100,1060,0,1060,1420,0,1420,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59144156700,591,Water Fund,441,Public Works,56700,T and D - Services,850100,Communications.Cellular Phones,8029,591-441-56700-850.100,5000,0,5000,4000,0,4000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59144156200,591,Water Fund,441,Public Works,56200,T and D - Mains,850100,Communications.Cellular Phones,6087,591-441-56200-850.100,4500,0,4500,3500,0,3500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159156500,591,Water Fund,591,Water Utility,56500,T and D - Meters,850100,Communications.Cellular Phones,4703,591-591-56500-850.100,2000,0,2000,2000,0,2000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159156900,591,Water Fund,591,Water Utility,56900,Customer Accounting,850100,Communications.Cellular Phones,4820,591-591-56900-850.100,1412,0,1412,1400,0,1400,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,850100,Communications.Cellular Phones,3778,591-591-55300-850.100,9600,0,9600,9601,0,9601,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,860000,Travel and Training.Travel and Training,3780,591-591-55300-860.000,25830,0,25830,38476,-13000,25476,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
2019,59159155900,591,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,860000,Travel and Training.Travel and Training,3880,591-591-55900-860.000,1000,0,1000,1000,0,1000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Other Services and Charges
