Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY19,Revenue,,,Water Fund,Interest and Rentals,Rental Income.Building Rental,8000
FY19,Revenue,,,Water Fund,Other Revenues,Reimbursements.Interdepartmental,5000
FY19,Revenue,,,Water Fund,Other Revenues,Reimbursements Accident.Reimbursements Accident,6000
FY19,Revenue,,,Water Fund,Other Revenues,Miscellaneous Income.Miscellaneous Income,60000
FY19,Revenue,,,Water Fund,Other Revenues,Contributions.Contributions,40000
FY19,Revenue,,,Water Fund,Other Revenues,Contributions.Ottawa County,260000
FY19,Revenue,,,Water - Construction Reserve Fun,Other Financing Sources,Transfer.Construction Reserve,90000
FY19,Expense,Public Works,Administration Fee,Motor Pool Fund,Personal Services,Pension.Pension Liability,13000
FY19,Expense,Public Works,Administration Fee,Motor Pool Fund,Personal Services,Pension.OPEB Liability,32000
FY19,Expense,Public Works,Administration Fee,Motor Pool Fund,Other Services and Charges,Administrative Fee.Administrative Fee,189256
FY19,Expense,Public Works,Administration Fee,Motor Pool Fund,Other Services and Charges,Administrative Fee.Adm Alloc PW Adm GenFnd,97710
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Salaries.Salaries,291027
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,14546
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,5000
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,F.I.C.A..F.I.C.A.,24111
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,86095
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Life Insurance.Life Insurance,397
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Pension.Pension,74999
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Pension.DC Plan,14050
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Pension.Retiree Health - DC Plan,6389
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,9029
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,CIP and Longevity.CIP and Longevity,4601
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Operating Supplies.Operating Supplies,19000
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Fuel Supplies.Fuel Supplies,350000
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Uniforms.Uniforms,5476
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Tools and Supplies.Tools and Supplies,15000
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Maintenance Supplies.Maintenance Supplies,260000
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Software Services.Software Services,23500
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Communications.Cellular Phones,1000
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Travel and Training.Travel and Training,5000
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Insurance.Liability,6637
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Insurance.Property and Bonds,46539
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,200000
FY19,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Other Services.Other Services,5000
FY19,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Salaries.Salaries,56698
FY19,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,10000
FY19,Expense,Public Works,Building,Motor Pool Fund,Personal Services,F.I.C.A..F.I.C.A.,5240
FY19,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,16058
FY19,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Life Insurance.Life Insurance,76
FY19,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Pension.Pension,21966
FY19,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,2308
FY19,Expense,Public Works,Building,Motor Pool Fund,Personal Services,CIP and Longevity.CIP and Longevity,1792
FY19,Expense,Public Works,Building,Motor Pool Fund,Supplies,Tools and Supplies.Tools and Supplies,400
FY19,Expense,Public Works,Building,Motor Pool Fund,Supplies,Maintenance Supplies.Maintenance Supplies,37000
FY19,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Communications.Communications,5000
FY19,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Communications.Cellular Phones,600
FY19,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Insurance.Liability,1199
FY19,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Insurance.Property and Bonds,2430
FY19,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Public Utilities.Public Utilities,100000
FY19,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,93800
FY19,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Rentals.Rentals,780
FY19,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Other Services.Other Services,1000
FY19,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Project Costs.Project Costs,25000
FY19,Expense,Public Works,Transfers,Motor Pool Fund,Transfers Out,Transfers.To MP Deprec Fund,1650000
FY19,Revenue,,,Motor Pool Fund,Charges for Service,Income.Other Sales,25000
FY19,Revenue,,,Motor Pool Fund,Interest and Rentals,Interest on Investments.Interest on Investments,4900
FY19,Revenue,,,Motor Pool Fund,Interest and Rentals,Rental Income.Building Rental,325000
FY19,Revenue,,,Motor Pool Fund,Interest and Rentals,Rental Income.Equipment Rental,2360000
FY19,Revenue,,,Motor Pool Fund,Interest and Rentals,Rental Income.Equipment Rental Maint- Parts,380000
FY19,Revenue,,,Motor Pool Fund,Interest and Rentals,Rental Income.Equipment Rental Maint - Labor,410000
FY19,Revenue,,,Motor Pool Fund,Interest and Rentals,Rental Income.Equipment Rental Maint - Commrcl,280000
FY19,Revenue,,,Motor Pool Fund,Interest and Rentals,Rental Income.Equipment Rental Fuel,420000
FY19,Expense,Public Works,Capital Outlay - Depr and Resrve,Motor Pool - Depreciation Res,Capital Outlay,Capital Outlay.Buildings,110000
FY19,Expense,Public Works,Capital Outlay - Depr and Resrve,Motor Pool - Depreciation Res,Capital Outlay,Capital Outlay.Vehicles,1055000
FY19,Expense,Public Works,Capital Outlay - Depr and Resrve,Motor Pool - Depreciation Res,Capital Outlay,Capital Outlay.Equipment,78000
FY19,Revenue,,,Motor Pool - Depreciation Res,Interest and Rentals,Interest on Investments.Interest on Investments,9100
FY19,Revenue,,,Motor Pool - Depreciation Res,Other Revenues,Sales.Sale of Equipment Depr & Reserve,140000
FY19,Revenue,,,Motor Pool - Depreciation Res,Other Financing Sources,Transfer.From MP Op fund,1650000
FY19,Expense,General Government,Liability Ins Claims,General Liability Fund,Other Services and Charges,Administration Expense.Administration Expense,11138
FY19,Expense,General Government,Liability Ins Claims,General Liability Fund,Other Services and Charges,Administration Expense.Insurance Premiums,330533
FY19,Expense,General Government,Liability Ins Claims,General Liability Fund,Other Services and Charges,Claims Expense.Claims Expense,168000
FY19,Revenue,,,General Liability Fund,Charges for Service,Income.Premium General Liability,523700
FY19,Revenue,,,General Liability Fund,Interest and Rentals,Interest on Investments.Interest on Investments,14657
FY19,Expense,General Government,Fleet Insurance Claims,Fleet Insurance Fund,Other Services and Charges,Administrative Fee.Admin Aloc Rsk Mgmt Gen,69190
FY19,Expense,General Government,Fleet Insurance Claims,Fleet Insurance Fund,Other Services and Charges,Administration Expense.Administration Expense,2816
FY19,Expense,General Government,Fleet Insurance Claims,Fleet Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums,28516
FY19,Expense,General Government,Fleet Insurance Claims,Fleet Insurance Fund,Other Services and Charges,Claims Expense.Claims Expense,55000
FY19,Revenue,,,Fleet Insurance Fund,Charges for Service,Income.Ins Premium Fleet,45000
FY19,Revenue,,,Fleet Insurance Fund,Interest and Rentals,Interest on Investments.Interest on Investments,7639
FY19,Expense,General Government,Property Ins Claims,Property Insurance Fund,Other Services and Charges,Administrative Fee.Admin Aloc Rsk Mgmt Gen,46127
FY19,Expense,General Government,Property Ins Claims,Property Insurance Fund,Other Services and Charges,Administration Expense.Administration Expense,5262
FY19,Expense,General Government,Property Ins Claims,Property Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums,193216
FY19,Expense,General Government,Property Ins Claims,Property Insurance Fund,Other Services and Charges,Claims Expense.Claims Expense,8700
FY19,Revenue,,,Property Insurance Fund,Charges for Service,Income.Ins. Premium Property,138578
FY19,Revenue,,,Property Insurance Fund,Interest and Rentals,Interest on Investments.Interest on Investments,18595
FY19,Expense,General Government,Life Insurance Claims,Life Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums,29400
FY19,Expense,General Government,Life Insurance Claims,Life Insurance Fund,Transfers Out,Transfers.Retiree Health Insurance Trust,15000
FY19,Revenue,,,Life Insurance Fund,Charges for Service,Income.Insurance Premium Life,30179
FY19,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Administrative Fee.Admin Aloc Rsk Mgmt Gen,115318
FY19,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Administration Expense.Administration Expense,19076
FY19,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Administration Expense.Provider Admin Fee,20000
FY19,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Administration Expense.Insurance Premiums,60049
FY19,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Claims Expense.Claims Expense,70000
FY19,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Claims Expense.Medical Claims ,480000
FY19,Revenue,,,Workers' Compensation Fund,Charges for Service,Income.Workers Comp Ins Prem.,649917
FY19,Revenue,,,Workers' Compensation Fund,Interest and Rentals,Interest on Investments.Interest on Investments,22318
FY19,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Administration Expense,201474
FY19,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Provider Admin Fee,220859
FY19,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Consultant Agent Fee,44310
FY19,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums,71580
FY19,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums MAPD,1392637
FY19,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Individual Stop Loss Payment,401067
FY19,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Aggregate Stop Loss Payment,31642
FY19,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.1% State Tax on Claims,58594
FY19,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Affordable Care Act Expenses,2406
FY19,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Claims Expense.Medical Claims ,4044413
FY19,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Claims Expense.Prescription Claims,1814981
FY19,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Other Services.Other Services,5000
FY19,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Other Services.Flex Spending Admin Fee,3500
FY19,Revenue,,,Health Insurance Fund,Charges for Service,Income.Ins Prem Health Wyoming,7800712
FY19,Revenue,,,Health Insurance Fund,Charges for Service,Income.Ins Prem Employee Contr,1007585
FY19,Revenue,,,Health Insurance Fund,Charges for Service,Income.Premium Vision Wyoming,76368
FY19,Revenue,,,Health Insurance Fund,Interest and Rentals,Interest on Investments.Interest on Investments,44116
FY19,Expense,General Government,Employee Dental Ins,Dental Insurance Fund,Other Services and Charges,Administration Expense.Administration Expense,8846
FY19,Expense,General Government,Employee Dental Ins,Dental Insurance Fund,Other Services and Charges,Administration Expense.Provider Admin Fee,40365
FY19,Expense,General Government,Employee Dental Ins,Dental Insurance Fund,Other Services and Charges,Administration Expense.Consultant Agent Fee,1200
FY19,Expense,General Government,Employee Dental Ins,Dental Insurance Fund,Other Services and Charges,Administration Expense.1% State Tax on Claims,3447
FY19,Expense,General Government,Employee Dental Ins,Dental Insurance Fund,Other Services and Charges,Claims Expense.Claims Expense,344749
FY19,Revenue,,,Dental Insurance Fund,Charges for Service,Income.Ins Prem Dental Wyoming,464654
FY19,Revenue,,,Dental Insurance Fund,Charges for Service,Income.Ins Prem Dental Cobra ,4000
FY19,Revenue,,,Dental Insurance Fund,Interest and Rentals,Interest on Investments.Interest on Investments,4928
FY19,Expense,General Government,Administration,Pension Fund,Other Services and Charges,Professional Services.Legal Special Counsel,15000
FY19,Expense,General Government,Administration,Pension Fund,Other Services and Charges,Travel and Training.Travel and Training,4000
FY19,Expense,General Government,Administration,Pension Fund,Other Services and Charges,Operating.Operating,35000
FY19,Expense,General Government,Administration,Pension Fund,Other Services and Charges,Insurance.Liability,17345
FY19,Expense,General Government,Investment Expense,Pension Fund,Other Services and Charges,Professional Services.Investment Advice - Callan,58295
