Fiscal Year,Amount,Account Description,Fund Code,Fund Description,Department Code,Department,Division Code,Division,Account Type,Account Category,,GL_Account_ID,GL_Account_Delimited,Column1,Column2,GL_Organization_Scrunched,GL_Organization_Description_Delimited,GL_Base_and_Detail_Scrunched,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Column10,Column11,Account_Class_Level_1_Sequence
FY20,10700,Uniforms.Uniforms,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Supplies,,2708,203-441-46300-940.000,,,20344146300,Local Streets Fund-Public Works-Street Maintenance,940000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,3500,Uniforms.Uniforms,5910,Water Fund,441,Public Works,56700,T and D - Services,Expense,Supplies,,6096,591-441-56200-940.000,,,59144156200,Water Fund-Public Works-T and D - Mains,940000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,3540,Uniforms.Uniforms,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Supplies,,4829,591-591-56900-940.200,,,59159156900,Water Fund-Water Utility-Customer Accounting,940200,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,1385,Uniforms.Uniforms,5910,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,Expense,Supplies,,2980,208-752-75200-940.200,,,20875275200,Parks and Recreation Fund-Parks and Recreation-Parks and Rec Administration,940200,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,50,Tools and Supplies.Tools and Supplies,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Supplies,,9141,249-371-37100-940.200,,,24937137100,Building Inspection Fund-Permits-Permits,940200,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,6500,Tools and Supplies.Tools and Supplies,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Supplies,,11704,249-371-37210-940.200,,,24937137210,Building Inspection Fund-Permits-Code Enforcement - Other,940200,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,1500,Tools and Supplies.Tools and Supplies,5910,Water Fund,591,Water Utility,56500,T and D - Meters,Expense,Supplies,,11722,249-371-72200-940.200,,,24937172200,Building Inspection Fund-Permits-Zoning and Other Programs,940200,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,120000,Maintenance Supplies.Maintenance Supplies,5910,Water Fund,441,Public Works,56700,T and D - Services,Expense,Supplies,,11716,249-371-37300-940.200,,,24937137300,Building Inspection Fund-Permits-Rental Program,940200,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,13000,Maintenance Supplies.Maintenance Supplies,5910,Water Fund,441,Public Works,56600,T and D - Hydrants,Expense,Supplies,,2754,203-441-47400-940.300,,,20344147400,Local Streets Fund-Public Works-Traffic Services,940300,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,99000,Maintenance Supplies.Maintenance Supplies,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Supplies,,2786,203-441-47800-940.300,,,20344147800,Local Streets Fund-Public Works-Winter Maintenance,940300,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,140000,Maintenance Supplies.Maintenance Supplies,5910,Water Fund,591,Water Utility,56500,T and D - Meters,Expense,Supplies,,3038,208-752-75600-940.300,,,20875275600,Parks and Recreation Fund-Parks and Recreation-Parks and Rec Facility,940300,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,190001,Maintenance Supplies.Maintenance Supplies,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Supplies,,2577,202-441-47400-940.300,,,20244147400,Major Streets Fund-Public Works-Traffic Services,940300,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,8000,Maintenance Supplies.Maintenance Supplies,5910,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,Expense,Supplies,,2613,202-441-47800-940.300,,,20244147800,Major Streets Fund-Public Works-Winter Maintenance,940300,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,1500,Maintenance Supplies.Maintenance Supplies,5910,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,Expense,Supplies,,2709,203-441-46300-940.300,,,20344146300,Local Streets Fund-Public Works-Street Maintenance,940300,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,14500,Maintenance Supplies.Maintenance Supplies,5910,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,Expense,Supplies,,2527,202-441-46300-940.300,,,20244146300,Major Streets Fund-Public Works-Street Maintenance,940300,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,3500,Maintenance Supplies.Maintenance Supplies,5910,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,Expense,Supplies,,1789,101-305-31500-940.300,,,10130531500,General Fund-Police-Patrol,940300,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,1,Professional Services.Professional Services,5910,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,Expense,Other Services and Charges,,4350,590-441-54200-940.300,,,59044154200,Sewer Fund-Public Works-Transmission,940300,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,11000,Professional Services.Professional Services,5910,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,Expense,Other Services and Charges,,4965,591-441-57400-940.300,,,59144157400,Water Fund-Public Works-Installation of Service,940300,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,155500,Professional Services.Professional Services,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Other Services and Charges,,8034,591-441-56700-940.300,,,59144156700,Water Fund-Public Works-T and D - Services,940300,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,1,Professional Services.Professional Services,5910,Water Fund,591,Water Utility,56400,T and D - Pipeline Meters,Expense,Other Services and Charges,,8011,591-441-56600-940.300,,,59144156600,Water Fund-Public Works-T and D - Hydrants,940300,,,,,,,,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,275,Professional Services.Professional Services,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Other Services and Charges,,6097,591-441-56200-940.300,,,59144156200,Water Fund-Public Works-T and D - Mains,940300,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,1043480,Administrative Fee.Administrative Fee,5910,Water Fund,591,Water Utility,55100,Administration,Expense,Other Services and Charges,,6100,591-441-56200-947.100,,,59144156200,Water Fund-Public Works-T and D - Mains,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,65366,Software Services.Software Services,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Other Services and Charges,,8012,591-441-56600-947.100,,,59144156600,Water Fund-Public Works-T and D - Hydrants,947100,,,,,,,,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,5500,Software Services.Software Services,5910,Water Fund,591,Water Utility,56500,T and D - Meters,Expense,Other Services and Charges,,8035,591-441-56700-947.100,,,59144156700,Water Fund-Public Works-T and D - Services,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,17100,Software Services.Software Services,5910,Water Fund,591,Water Utility,56900,Customer Accounting,Expense,Other Services and Charges,,8886,590-590-54800-947.100,,,59059054800,Sewer Fund-Wastewater Utility-GVRBA Operations-Land Appl,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,15660,Software Services.Software Services,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Other Services and Charges,,4968,591-441-57400-947.100,,,59144157400,Water Fund-Public Works-Installation of Service,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,22160,Geographic & IT Information Services.Geographic & IT Info Services,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Other Services and Charges,,4665,591-591-56400-947.100,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,2400,Communications.Communications,5910,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,Expense,Other Services and Charges,,4715,591-591-56500-947.100,,,59159156500,Water Fund-Water Utility-T and D - Meters,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,43805,Communications.Communications,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Other Services and Charges,,4353,590-441-54200-947.100,,,59044154200,Sewer Fund-Public Works-Transmission,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,2220,Communications.Communications,5910,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,Expense,Other Services and Charges,,4418,590-590-54300-947.100,,,59059054300,Sewer Fund-Wastewater Utility-Treatment,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,1800,Communications.Communications,5910,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,Expense,Other Services and Charges,,4624,591-591-56300-947.100,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,500,Communications.Communications,5910,Water Fund,591,Water Utility,56500,T and D - Meters,Expense,Other Services and Charges,,4503,590-590-54700-947.100,,,59059054700,Sewer Fund-Wastewater Utility-Industrial Pretreatment,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,1060,Communications.Cellular Phones,5910,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,Expense,Other Services and Charges,,3890,591-591-55900-947.100,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,5500,Communications.Cellular Phones,5910,Water Fund,441,Public Works,56700,T and D - Services,Expense,Other Services and Charges,,3790,591-591-55300-947.100,,,59159155300,Water Fund-Water Utility-Pumping and Treatment,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,4725,Communications.Cellular Phones,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Other Services and Charges,,1792,101-305-31500-947.100,,,10130531500,General Fund-Police-Patrol,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,3000,Communications.Cellular Phones,5910,Water Fund,591,Water Utility,56500,T and D - Meters,Expense,Other Services and Charges,,1743,101-305-31200-947.100,,,10130531200,General Fund-Police-Forensic Science Unit,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,1640,Communications.Cellular Phones,5910,Water Fund,591,Water Utility,56900,Customer Accounting,Expense,Other Services and Charges,,1993,101-337-33900-947.100,,,10133733900,General Fund-Fire-Fighting,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,10200,Communications.Cellular Phones,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Other Services and Charges,,1930,101-337-33700-947.100,,,10133733700,General Fund-Fire-Administration Services,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,25332,Travel and Training.Travel and Training,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Other Services and Charges,,1842,101-305-31700-947.100,,,10130531700,General Fund-Police-Senior Volunteer,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,1000,Travel and Training.Travel and Training,5910,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,Expense,Other Services and Charges,,1625,101-305-30610-947.100,,,10130530610,General Fund-Police-Building ,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,4000,Travel and Training.Travel and Training,5910,Water Fund,591,Water Utility,56900,Customer Accounting,Expense,Other Services and Charges,,1583,101-305-30500-947.100,,,10130530500,General Fund-Police-Administration Services,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,3500,Travel and Training.Travel and Training,5910,Water Fund,591,Water Utility,56500,T and D - Meters,Expense,Other Services and Charges,,1695,101-305-31000-947.100,,,10130531000,General Fund-Police-Detective Bureau,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,6155,Travel and Training.Travel and Training,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Other Services and Charges,,1537,101-267-26700-947.100,,,10126726700,General Fund-Facilities-Facilities Maintenance,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,5000,Travel and Training.Travel and Training,5910,Water Fund,441,Public Works,56700,T and D - Services,Expense,Other Services and Charges,,1493,101-258-25800-947.100,,,10125825800,General Fund-Information Technology-Information Technology,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,7900,Travel and Training.Travel and Training,5910,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,Expense,Other Services and Charges,,1257,101-209-20900-947.100,,,10120920900,General Fund-Assessor-Assessor,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,8580,Insurance.Liability,5910,Water Fund,441,Public Works,56700,T and D - Services,Expense,Other Services and Charges,,1153,101-172-17200-947.100,,,10117217200,General Fund-City Manager-City Manager,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,902,Insurance.Liability,5910,Water Fund,441,Public Works,56600,T and D - Hydrants,Expense,Other Services and Charges,,2530,202-441-46300-947.100,,,20244146300,Major Streets Fund-Public Works-Street Maintenance,947100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
