Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,CIP and Longevity.CIP and Longevity,4601
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Operating Supplies.Operating Supplies,19000
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Fuel Supplies.Fuel Supplies,350000
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Uniforms.Uniforms,5476
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Tools and Supplies.Tools and Supplies,15000
2019,Expense,Public Works,Building,Motor Pool Fund,Supplies,Tools and Supplies.Tools and Supplies,400
2019,Expense,Public Works,Building,Motor Pool Fund,Supplies,Maintenance Supplies.Maintenance Supplies,37000
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Maintenance Supplies.Maintenance Supplies,260000
2019,Expense,Public Works,Administration Fee,Motor Pool Fund,Other Services and Charges,Administrative Fee.Administrative Fee,189256
2019,Expense,Public Works,Administration Fee,Motor Pool Fund,Other Services and Charges,Administrative Fee.Adm Alloc PW Adm GenFnd,97710
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Software Services.Software Services,23500
2019,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Communications.Communications,5000
2019,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Communications.Cellular Phones,600
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Communications.Cellular Phones,1000
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Travel and Training.Travel and Training,5000
2019,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Insurance.Liability,1199
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Insurance.Liability,6637
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Insurance.Property and Bonds,46539
2019,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Insurance.Property and Bonds,2430
2019,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Public Utilities.Public Utilities,100000
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,200000
2019,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,93800
2019,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Rentals.Rentals,780
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Rentals.Rentals,0
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Other Services.Other Services,5000
2019,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Other Services.Other Services,1000
2019,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Project Costs.Project Costs,37754.77
2019,Expense,Public Works,Transfers,Motor Pool Fund,Transfers Out,Transfers.To MP Deprec Fund,1650000
2019,Revenue,,,Motor Pool Fund,Charges for Service,Income.Other Sales,25000
2019,Revenue,,,Motor Pool Fund,Interest and Rentals,Interest on Investments.Interest on Investments,4900
2019,Revenue,,,Motor Pool Fund,Interest and Rentals,Rental Income.Building Rental,325000
2019,Revenue,,,Motor Pool Fund,Interest and Rentals,Rental Income.Equipment Rental,2360000
2019,Revenue,,,Motor Pool Fund,Interest and Rentals,Rental Income.Equipment Rental Maint- Parts,380000
2019,Revenue,,,Motor Pool Fund,Interest and Rentals,Rental Income.Equipment Rental Maint - Labor,410000
2019,Revenue,,,Motor Pool Fund,Interest and Rentals,Rental Income.Equipment Rental Maint - Commrcl,280000
2019,Revenue,,,Motor Pool Fund,Interest and Rentals,Rental Income.Equipment Rental Fuel,420000
2019,Revenue,,,Motor Pool Fund,Other Revenues,Reimbursements.Interdepartmental,0
2019,Revenue,,,Motor Pool Fund,Other Revenues,Miscellaneous Income.Miscellaneous Income,0
2019,Expense,Public Works,Capital Outlay - Depr and Resrve,Motor Pool - Depreciation Res,Capital Outlay,Capital Outlay.Buildings,516091.75
2019,Expense,Public Works,Capital Outlay - Depr and Resrve,Motor Pool - Depreciation Res,Capital Outlay,Capital Outlay.Vehicles,1055000
2019,Expense,Public Works,Capital Outlay - Depr and Resrve,Motor Pool - Depreciation Res,Capital Outlay,Capital Outlay.Equipment,78000
2019,Revenue,,,Motor Pool - Depreciation Res,Interest and Rentals,Interest on Investments.Interest on Investments,9100
2019,Revenue,,,Motor Pool - Depreciation Res,Other Revenues,Sales.Sale of Equipment Depr & Reserve,140000
2019,Revenue,,,Motor Pool - Depreciation Res,Other Financing Sources,Transfer.From MP Op fund,1650000
2019,Expense,General Government,Liability Ins Claims,General Liability Fund,Other Services and Charges,Administration Expense.Administration Expense,11138
2019,Expense,General Government,Liability Ins Claims,General Liability Fund,Other Services and Charges,Administration Expense.Insurance Premiums,330533
2019,Expense,General Government,Liability Ins Claims,General Liability Fund,Other Services and Charges,Claims Expense.Claims Expense,168000
2019,Revenue,,,General Liability Fund,Charges for Service,Income.Premium General Liability,523700
2019,Revenue,,,General Liability Fund,Interest and Rentals,Interest on Investments.Interest on Investments,14657
2019,Expense,General Government,Fleet Insurance Claims,Fleet Insurance Fund,Other Services and Charges,Administrative Fee.Admin Aloc Rsk Mgmt Gen,69190
2019,Expense,General Government,Fleet Insurance Claims,Fleet Insurance Fund,Other Services and Charges,Administration Expense.Administration Expense,2816
2019,Expense,General Government,Fleet Insurance Claims,Fleet Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums,28516
2019,Expense,General Government,Fleet Insurance Claims,Fleet Insurance Fund,Other Services and Charges,Claims Expense.Claims Expense,55000
2019,Revenue,,,Fleet Insurance Fund,Charges for Service,Income.Ins Premium Fleet,45000
2019,Revenue,,,Fleet Insurance Fund,Interest and Rentals,Interest on Investments.Interest on Investments,7639
2019,Expense,General Government,Property Ins Claims,Property Insurance Fund,Other Services and Charges,Administrative Fee.Admin Aloc Rsk Mgmt Gen,46127
2019,Expense,General Government,Property Ins Claims,Property Insurance Fund,Other Services and Charges,Administration Expense.Administration Expense,5262
2019,Expense,General Government,Property Ins Claims,Property Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums,193216
2019,Expense,General Government,Property Ins Claims,Property Insurance Fund,Other Services and Charges,Claims Expense.Claims Expense,8700
2019,Revenue,,,Property Insurance Fund,Charges for Service,Income.Ins. Premium Property,138578
2019,Revenue,,,Property Insurance Fund,Interest and Rentals,Interest on Investments.Interest on Investments,18595
2019,Expense,General Government,Life Insurance Claims,Life Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums,29400
2019,Expense,General Government,Life Insurance Claims,Life Insurance Fund,Transfers Out,Transfers.Retiree Health Insurance Trust,15000
2019,Revenue,,,Life Insurance Fund,Charges for Service,Income.Insurance Premium Life,30179
2019,Revenue,,,Life Insurance Fund,Interest and Rentals,Interest on Investments.Interest on Investments,0
2019,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Administrative Fee.Admin Aloc Rsk Mgmt Gen,115318
2019,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Administration Expense.Administration Expense,19076
2019,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Administration Expense.Provider Admin Fee,20000
2019,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Administration Expense.Insurance Premiums,60049
2019,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Claims Expense.Claims Expense,70000
2019,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Claims Expense.Medical Claims ,480000
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.Daymon,0
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.L. Smith,0
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.L. Hill 95,0
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.S Vander Baan 95,0
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.J. VanderPloeg 94,0
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.D Pease 89,0
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.C. Wilder 97,0
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.L TenBrock 97,0
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.M Manglitz 96,0
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.K Meaney 2012,0
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.R Hall 2013,0
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.J. Whitcomb 2016,0
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.M. Pelton 2017,0
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.K. Duimstra,0
2019,Expense,General Government,Work Comp Payables,Workers' Compensation Fund,Other Services and Charges,Workers Compensation Payables.R. Colvin,0
2019,Revenue,,,Workers' Compensation Fund,Charges for Service,Income.Workers Comp Ins Prem.,649917
2019,Revenue,,,Workers' Compensation Fund,Interest and Rentals,Interest on Investments.Interest on Investments,22318
2019,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Administration Expense,201474
2019,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Provider Admin Fee,220859
2019,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Consultant Agent Fee,44310
2019,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums,71580
2019,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums MAPD,1392637
2019,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Individual Stop Loss Payment,401067
2019,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Aggregate Stop Loss Payment,31642
2019,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.1% State Tax on Claims,58594
2019,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Affordable Care Act Expenses,2406
2019,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Claims Expense.Medical Claims ,4044413
2019,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Claims Expense.Prescription Claims,1814981
2019,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Claims Expense.Incentive,0
2019,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Other Services.Other Services,5000
2019,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Other Services.Flex Spending Admin Fee,3500
2019,Revenue,,,Health Insurance Fund,Charges for Service,Income.Ins Prem Health Wyoming,7800712
2019,Revenue,,,Health Insurance Fund,Charges for Service,Income.Ins Prem Employee Contr,1007585
2019,Revenue,,,Health Insurance Fund,Charges for Service,Income.Ins Prem Health StopLoss,0
2019,Revenue,,,Health Insurance Fund,Charges for Service,Income.Premium Vision Wyoming,76368
2019,Revenue,,,Health Insurance Fund,Charges for Service,Income.Premium Vision Cobra,0
2019,Revenue,,,Health Insurance Fund,Interest and Rentals,Interest on Investments.Interest on Investments,44116
2019,Expense,General Government,Employee Dental Ins,Dental Insurance Fund,Other Services and Charges,Administration Expense.Administration Expense,8846
2019,Expense,General Government,Employee Dental Ins,Dental Insurance Fund,Other Services and Charges,Administration Expense.Provider Admin Fee,40365
2019,Expense,General Government,Employee Dental Ins,Dental Insurance Fund,Other Services and Charges,Administration Expense.Consultant Agent Fee,1200
2019,Expense,General Government,Employee Dental Ins,Dental Insurance Fund,Other Services and Charges,Administration Expense.1% State Tax on Claims,3447
2019,Expense,General Government,Employee Dental Ins,Dental Insurance Fund,Other Services and Charges,Claims Expense.Claims Expense,344749
2019,Revenue,,,Dental Insurance Fund,Charges for Service,Income.Ins Prem Dental Wyoming,464654
2019,Revenue,,,Dental Insurance Fund,Charges for Service,Income.Ins Prem Dental Cobra ,4000
